conf,tp,fn,fp,tn,acc,fpr,tpr,sensitivity,specificity,youden,precision, recall, pred, gt
0.815762,51,122,0,205,0.6772486772486772,0.0,0.2947976878612717,0.2947976878612717,1.0,0.2947976878612717,0.9999999980392157,0.2947976878612717,1,1
0.814946,52,121,0,205,0.6798941798941799,0.0,0.30057803468208094,0.30057803468208094,1.0,0.30057803468208094,0.9999999980769231,0.30057803468208094,1,1
0.812271,53,120,0,205,0.6825396825396826,0.0,0.3063583815028902,0.3063583815028902,1.0,0.3063583815028902,0.9999999981132075,0.3063583815028902,1,1
0.809585,54,119,0,205,0.6851851851851852,0.0,0.31213872832369943,0.31213872832369943,1.0,0.31213872832369943,0.9999999981481481,0.31213872832369943,1,1
0.808918,55,118,0,205,0.6878306878306878,0.0,0.3179190751445087,0.3179190751445087,1.0,0.3179190751445087,0.9999999981818182,0.3179190751445087,1,1
0.806444,56,117,0,205,0.6904761904761905,0.0,0.3236994219653179,0.3236994219653179,1.0,0.3236994219653179,0.9999999982142856,0.3236994219653179,1,1
0.806096,57,116,0,205,0.6931216931216931,0.0,0.32947976878612717,0.32947976878612717,1.0,0.32947976878612717,0.999999998245614,0.32947976878612717,1,1
0.802432,58,115,0,205,0.6957671957671958,0.0,0.3352601156069364,0.3352601156069364,1.0,0.3352601156069364,0.9999999982758621,0.3352601156069364,1,1
0.801829,59,114,0,205,0.6984126984126984,0.0,0.34104046242774566,0.34104046242774566,1.0,0.34104046242774566,0.9999999983050847,0.34104046242774566,1,1
0.80181,60,113,0,205,0.701058201058201,0.0,0.3468208092485549,0.3468208092485549,1.0,0.3468208092485549,0.9999999983333333,0.3468208092485549,1,1
0.801617,61,112,0,205,0.7037037037037037,0.0,0.35260115606936415,0.35260115606936415,1.0,0.35260115606936415,0.9999999983606557,0.35260115606936415,1,1
0.798461,62,111,0,205,0.7063492063492064,0.0,0.3583815028901734,0.3583815028901734,1.0,0.3583815028901734,0.9999999983870967,0.3583815028901734,1,1
0.797695,63,110,0,205,0.708994708994709,0.0,0.36416184971098264,0.36416184971098264,1.0,0.36416184971098264,0.9999999984126984,0.36416184971098264,1,1
0.796449,64,109,0,205,0.7116402116402116,0.0,0.3699421965317919,0.3699421965317919,1.0,0.3699421965317919,0.9999999984375001,0.3699421965317919,1,1
0.796405,65,108,0,205,0.7142857142857143,0.0,0.37572254335260113,0.37572254335260113,1.0,0.37572254335260113,0.9999999984615385,0.37572254335260113,1,1
0.796112,66,107,0,205,0.716931216931217,0.0,0.3815028901734104,0.3815028901734104,1.0,0.3815028901734104,0.9999999984848486,0.3815028901734104,1,1
0.795134,67,106,0,205,0.7195767195767195,0.0,0.3872832369942196,0.3872832369942196,1.0,0.3872832369942196,0.9999999985074628,0.3872832369942196,1,1
0.795099,68,105,0,205,0.7222222222222222,0.0,0.3930635838150289,0.3930635838150289,1.0,0.3930635838150289,0.9999999985294119,0.3930635838150289,1,1
0.79334,69,104,0,205,0.7248677248677249,0.0,0.3988439306358382,0.3988439306358382,1.0,0.3988439306358382,0.9999999985507247,0.3988439306358382,1,1
0.792478,70,103,0,205,0.7275132275132276,0.0,0.4046242774566474,0.4046242774566474,1.0,0.4046242774566474,0.9999999985714286,0.4046242774566474,1,1
0.792468,71,102,0,205,0.7301587301587301,0.0,0.41040462427745666,0.41040462427745666,1.0,0.41040462427745666,0.9999999985915494,0.41040462427745666,1,1
0.790709,72,101,0,205,0.7328042328042328,0.0,0.4161849710982659,0.4161849710982659,1.0,0.4161849710982659,0.9999999986111112,0.4161849710982659,1,1
0.79063,73,100,0,205,0.7354497354497355,0.0,0.42196531791907516,0.42196531791907516,1.0,0.42196531791907516,0.9999999986301371,0.42196531791907516,1,1
0.789749,74,99,0,205,0.7380952380952381,0.0,0.4277456647398844,0.4277456647398844,1.0,0.4277456647398844,0.9999999986486487,0.4277456647398844,1,1
0.789525,75,98,0,205,0.7407407407407407,0.0,0.43352601156069365,0.43352601156069365,1.0,0.43352601156069365,0.9999999986666668,0.43352601156069365,1,1
0.789206,76,97,0,205,0.7433862433862434,0.0,0.4393063583815029,0.4393063583815029,1.0,0.4393063583815029,0.9999999986842106,0.4393063583815029,1,1
0.78897,77,96,0,205,0.746031746031746,0.0,0.44508670520231214,0.44508670520231214,1.0,0.44508670520231214,0.9999999987012987,0.44508670520231214,1,1
0.788169,78,95,0,205,0.7486772486772487,0.0,0.4508670520231214,0.4508670520231214,1.0,0.4508670520231214,0.9999999987179488,0.4508670520231214,1,1
0.78735,79,94,0,205,0.7513227513227513,0.0,0.45664739884393063,0.45664739884393063,1.0,0.45664739884393063,0.9999999987341773,0.45664739884393063,1,1
0.78698,80,93,0,205,0.753968253968254,0.0,0.4624277456647399,0.4624277456647399,1.0,0.4624277456647399,0.9999999987500001,0.4624277456647399,1,1
0.786898,81,92,0,205,0.7566137566137566,0.0,0.4682080924855491,0.4682080924855491,1.0,0.4682080924855491,0.9999999987654322,0.4682080924855491,1,1
0.786898,82,91,0,205,0.7592592592592593,0.0,0.47398843930635837,0.47398843930635837,1.0,0.47398843930635837,0.9999999987804878,0.47398843930635837,1,1
0.786538,83,90,0,205,0.7619047619047619,0.0,0.4797687861271676,0.4797687861271676,1.0,0.4797687861271676,0.9999999987951808,0.4797687861271676,1,1
0.785208,84,89,0,205,0.7645502645502645,0.0,0.48554913294797686,0.48554913294797686,1.0,0.48554913294797686,0.9999999988095238,0.48554913294797686,1,1
0.78419,85,88,0,205,0.7671957671957672,0.0,0.4913294797687861,0.4913294797687861,1.0,0.4913294797687861,0.9999999988235295,0.4913294797687861,1,1
0.783196,86,87,0,205,0.7698412698412699,0.0,0.49710982658959535,0.49710982658959535,1.0,0.49710982658959535,0.9999999988372094,0.49710982658959535,1,1
0.78306,87,86,0,205,0.7724867724867724,0.0,0.5028901734104047,0.5028901734104047,1.0,0.5028901734104047,0.9999999988505748,0.5028901734104047,1,1
0.78242,88,85,0,205,0.7751322751322751,0.0,0.5086705202312138,0.5086705202312138,1.0,0.5086705202312138,0.9999999988636364,0.5086705202312138,1,1
0.781908,89,84,0,205,0.7777777777777778,0.0,0.5144508670520231,0.5144508670520231,1.0,0.5144508670520231,0.9999999988764046,0.5144508670520231,1,1
0.781832,90,83,0,205,0.7804232804232805,0.0,0.5202312138728323,0.5202312138728323,1.0,0.5202312138728323,0.9999999988888889,0.5202312138728323,1,1
0.78068,91,82,0,205,0.783068783068783,0.0,0.5260115606936416,0.5260115606936416,1.0,0.5260115606936416,0.9999999989010989,0.5260115606936416,1,1
0.778473,92,81,0,205,0.7857142857142857,0.0,0.5317919075144508,0.5317919075144508,1.0,0.5317919075144508,0.9999999989130436,0.5317919075144508,1,1
0.778392,93,80,0,205,0.7883597883597884,0.0,0.5375722543352601,0.5375722543352601,1.0,0.5375722543352601,0.9999999989247312,0.5375722543352601,1,1
0.778382,94,79,0,205,0.791005291005291,0.0,0.5433526011560693,0.5433526011560693,1.0,0.5433526011560693,0.9999999989361703,0.5433526011560693,1,1
0.777799,94,79,1,204,0.7883597883597884,0.004878048780487805,0.5433526011560693,0.5433526011560693,0.9951219512195122,0.5384745523755815,0.9894736831689751,0.5433526011560693,1,0
0.777799,95,78,1,204,0.791005291005291,0.004878048780487805,0.5491329479768786,0.5491329479768786,0.9951219512195122,0.5442548991963908,0.9895833323025174,0.5491329479768786,1,1
0.777573,96,77,1,204,0.7936507936507936,0.004878048780487805,0.5549132947976878,0.5549132947976878,0.9951219512195122,0.5500352460172,0.9896907206291848,0.5549132947976878,1,1
0.777454,97,76,1,204,0.7962962962962963,0.004878048780487805,0.5606936416184971,0.5606936416184971,0.9951219512195122,0.5558155928380093,0.9897959173573512,0.5606936416184971,1,1
0.776805,98,75,1,204,0.798941798941799,0.004878048780487805,0.5664739884393064,0.5664739884393064,0.9951219512195122,0.5615959396588186,0.989898988899092,0.5664739884393064,1,1
0.775652,99,74,1,204,0.8015873015873016,0.004878048780487805,0.5722543352601156,0.5722543352601156,0.9951219512195122,0.5673762864796278,0.98999999901,0.5722543352601156,1,1
0.772698,100,73,1,204,0.8042328042328042,0.004878048780487805,0.5780346820809249,0.5780346820809249,0.9951219512195122,0.5731566333004371,0.9900990089206941,0.5780346820809249,1,1
0.772586,101,72,1,204,0.8068783068783069,0.004878048780487805,0.5838150289017341,0.5838150289017341,0.9951219512195122,0.5789369801212463,0.9901960774605921,0.5838150289017341,1,1
0.767488,102,71,1,204,0.8095238095238095,0.004878048780487805,0.5895953757225434,0.5895953757225434,0.9951219512195122,0.5847173269420556,0.9902912611744745,0.5895953757225434,1,1
0.76696,103,70,1,204,0.8121693121693122,0.004878048780487805,0.5953757225433526,0.5953757225433526,0.9951219512195122,0.5904976737628648,0.9903846144323225,0.5953757225433526,1,1
0.766479,104,69,1,204,0.8148148148148148,0.004878048780487805,0.6011560693641619,0.6011560693641619,0.9951219512195122,0.5962780205836741,0.9904761895328799,0.6011560693641619,1,1
0.764996,105,68,1,204,0.8174603174603174,0.004878048780487805,0.6069364161849711,0.6069364161849711,0.9951219512195122,0.6020583674044833,0.9905660368013528,0.6069364161849711,1,1
0.764819,106,67,1,204,0.8201058201058201,0.004878048780487805,0.6127167630057804,0.6127167630057804,0.9951219512195122,0.6078387142252926,0.9906542046816317,0.6127167630057804,1,1
0.764787,107,66,1,204,0.8227513227513228,0.004878048780487805,0.6184971098265896,0.6184971098265896,0.9951219512195122,0.6136190610461018,0.9907407398233883,0.6184971098265896,1,1
0.763965,108,65,1,204,0.8253968253968254,0.004878048780487805,0.6242774566473989,0.6242774566473989,0.9951219512195122,0.6193994078669111,0.9908256871643801,0.6242774566473989,1,1
0.763368,109,64,1,204,0.828042328042328,0.004878048780487805,0.630057803468208,0.630057803468208,0.9951219512195122,0.6251797546877202,0.9909090900082645,0.630057803468208,1,1
0.763293,110,63,1,204,0.8306878306878307,0.004878048780487805,0.6358381502890174,0.6358381502890174,0.9951219512195122,0.6309601015085295,0.9909909900982063,0.6358381502890174,1,1
0.763229,111,62,1,204,0.8333333333333334,0.004878048780487805,0.6416184971098265,0.6416184971098265,0.9951219512195122,0.6367404483293387,0.9910714276865434,0.6416184971098265,1,1
0.761353,112,61,1,204,0.8359788359788359,0.004878048780487805,0.6473988439306358,0.6473988439306358,0.9951219512195122,0.642520795150148,0.9911504416007518,0.6473988439306358,1,1
0.760826,113,60,1,204,0.8386243386243386,0.004878048780487805,0.653179190751445,0.653179190751445,0.9951219512195122,0.6483011419709572,0.9912280693059403,0.653179190751445,1,1
0.757501,114,59,1,204,0.8412698412698413,0.004878048780487805,0.6589595375722543,0.6589595375722543,0.9951219512195122,0.6540814887917665,0.9913043469640832,0.6589595375722543,1,1
0.756492,114,59,2,203,0.8386243386243386,0.00975609756097561,0.6589595375722543,0.6589595375722543,0.9902439024390244,0.6492034400112787,0.9827586198424495,0.6589595375722543,1,0
0.756359,115,58,2,203,0.8412698412698413,0.00975609756097561,0.6647398843930635,0.6647398843930635,0.9902439024390244,0.6549837868320879,0.9829059820658924,0.6647398843930635,1,1
0.756297,116,57,2,203,0.843915343915344,0.00975609756097561,0.6705202312138728,0.6705202312138728,0.9902439024390244,0.6607641336528972,0.9830508466245332,0.6705202312138728,1,1
0.756186,117,56,2,203,0.8465608465608465,0.00975609756097561,0.6763005780346821,0.6763005780346821,0.9902439024390244,0.6665444804737065,0.9831932764847116,0.6763005780346821,1,1
0.755609,118,55,2,203,0.8492063492063492,0.00975609756097561,0.6820809248554913,0.6820809248554913,0.9902439024390244,0.6723248272945157,0.983333332513889,0.6820809248554913,1,1
0.755592,119,54,2,203,0.8518518518518519,0.00975609756097561,0.6878612716763006,0.6878612716763006,0.9902439024390244,0.678105174115325,0.9834710735673793,0.6878612716763006,1,1
0.755368,120,53,2,203,0.8544973544973545,0.00975609756097561,0.6936416184971098,0.6936416184971098,0.9902439024390244,0.6838855209361342,0.9836065565708143,0.6936416184971098,1,1
0.754962,121,52,2,203,0.8571428571428571,0.00975609756097561,0.6994219653179191,0.6994219653179191,0.9902439024390244,0.6896658677569435,0.9837398365985855,0.6994219653179191,1,1
0.75434,122,51,2,203,0.8597883597883598,0.00975609756097561,0.7052023121387283,0.7052023121387283,0.9902439024390244,0.6954462145777527,0.9838709669484912,0.7052023121387283,1,1
0.75185,123,50,2,203,0.8624338624338624,0.00975609756097561,0.7109826589595376,0.7109826589595376,0.9902439024390244,0.701226561398562,0.9839999992128,0.7109826589595376,1,1
0.751194,124,49,2,203,0.8650793650793651,0.00975609756097561,0.7167630057803468,0.7167630057803468,0.9902439024390244,0.7070069082193712,0.984126983345931,0.7167630057803468,1,1
0.750547,125,48,2,203,0.8677248677248677,0.00975609756097561,0.7225433526011561,0.7225433526011561,0.9902439024390244,0.7127872550401805,0.9842519677289355,0.7225433526011561,1,1
0.750072,126,47,2,203,0.8703703703703703,0.00975609756097561,0.7283236994219653,0.7283236994219653,0.9902439024390244,0.7185676018609897,0.9843749992309571,0.7283236994219653,1,1
0.749185,126,47,3,202,0.8677248677248677,0.014634146341463415,0.7283236994219653,0.7283236994219653,0.9853658536585366,0.7136895530805019,0.9767441852893456,0.7283236994219653,1,0
0.748707,127,46,3,202,0.8703703703703703,0.014634146341463415,0.7341040462427746,0.7341040462427746,0.9853658536585366,0.7194698999013112,0.9769230761715977,0.7341040462427746,1,1
0.748194,128,45,3,202,0.873015873015873,0.014634146341463415,0.7398843930635838,0.7398843930635838,0.9853658536585366,0.7252502467221204,0.9770992358953441,0.7398843930635838,1,1
0.746223,129,44,3,202,0.8756613756613757,0.014634146341463415,0.7456647398843931,0.7456647398843931,0.9853658536585366,0.7310305935429297,0.9772727265323692,0.7456647398843931,1,1
0.745552,130,43,3,202,0.8783068783068783,0.014634146341463415,0.7514450867052023,0.7514450867052023,0.9853658536585366,0.7368109403637388,0.9774436082876364,0.7514450867052023,1,1
0.745076,131,42,3,202,0.8809523809523809,0.014634146341463415,0.7572254335260116,0.7572254335260116,0.9853658536585366,0.7425912871845481,0.9776119395689463,0.7572254335260116,1,1
0.74473,132,41,3,202,0.8835978835978836,0.014634146341463415,0.7630057803468208,0.7630057803468208,0.9853658536585366,0.7483716340053573,0.977777777053498,0.7630057803468208,1,1
0.743775,133,40,3,202,0.8862433862433863,0.014634146341463415,0.7687861271676301,0.7687861271676301,0.9853658536585366,0.7541519808261666,0.9779411757515138,0.7687861271676301,1,1
0.74196,134,39,3,202,0.8888888888888888,0.014634146341463415,0.7745664739884393,0.7745664739884393,0.9853658536585366,0.7599323276469758,0.9781021890670787,0.7745664739884393,1,1
0.739937,135,38,3,202,0.8915343915343915,0.014634146341463415,0.7803468208092486,0.7803468208092486,0.9853658536585366,0.7657126744677851,0.9782608688563328,0.7803468208092486,1,1
0.738162,136,37,3,202,0.8941798941798942,0.014634146341463415,0.7861271676300579,0.7861271676300579,0.9853658536585366,0.7714930212885944,0.9784172654831531,0.7861271676300579,1,1
0.737883,137,36,3,202,0.8968253968253969,0.014634146341463415,0.791907514450867,0.791907514450867,0.9853658536585366,0.7772733681094036,0.978571427872449,0.791907514450867,1,1
0.737193,137,36,4,201,0.8941798941798942,0.01951219512195122,0.791907514450867,0.791907514450867,0.9804878048780488,0.7723953193289158,0.9716312049846587,0.791907514450867,1,0
0.735349,138,35,4,201,0.8968253968253969,0.01951219512195122,0.7976878612716763,0.7976878612716763,0.9804878048780488,0.7781756661497251,0.971830985231105,0.7976878612716763,1,1
0.734758,139,34,4,201,0.8994708994708994,0.01951219512195122,0.8034682080924855,0.8034682080924855,0.9804878048780488,0.7839560129705343,0.9720279713482323,0.8034682080924855,1,1
0.734371,140,33,4,201,0.9021164021164021,0.01951219512195122,0.8092485549132948,0.8092485549132948,0.9804878048780488,0.7897363597913436,0.9722222215470679,0.8092485549132948,1,1
0.726436,141,32,4,201,0.9047619047619048,0.01951219512195122,0.815028901734104,0.815028901734104,0.9804878048780488,0.7955167066121528,0.9724137924328181,0.815028901734104,1,1
0.7263,142,31,4,201,0.9074074074074074,0.01951219512195122,0.8208092485549133,0.8208092485549133,0.9804878048780488,0.8012970534329621,0.9726027390598612,0.8208092485549133,1,1
0.726272,143,30,4,201,0.91005291005291,0.01951219512195122,0.8265895953757225,0.8265895953757225,0.9804878048780488,0.8070774002537713,0.9727891149844973,0.8265895953757225,1,1
0.725606,144,29,4,201,0.9126984126984127,0.01951219512195122,0.8323699421965318,0.8323699421965318,0.9804878048780488,0.8128577470745806,0.9729729723155588,0.8323699421965318,1,1
0.724415,145,28,4,201,0.9153439153439153,0.01951219512195122,0.838150289017341,0.838150289017341,0.9804878048780488,0.8186380938953898,0.9731543617629836,0.838150289017341,1,1
0.722407,146,27,4,201,0.917989417989418,0.01951219512195122,0.8439306358381503,0.8439306358381503,0.9804878048780488,0.8244184407161991,0.9733333326844444,0.8439306358381503,1,1
0.718149,146,27,5,200,0.9153439153439153,0.024390243902439025,0.8439306358381503,0.8439306358381503,0.975609756097561,0.8195403919357113,0.9668874165782203,0.8439306358381503,1,0
0.718097,147,26,5,200,0.917989417989418,0.024390243902439025,0.8497109826589595,0.8497109826589595,0.975609756097561,0.8253207387565205,0.9671052625216413,0.8497109826589595,1,1
0.712251,148,25,5,200,0.9206349206349206,0.024390243902439025,0.8554913294797688,0.8554913294797688,0.975609756097561,0.8311010855773298,0.967320260805673,0.8554913294797688,1,1
0.710213,149,24,5,200,0.9232804232804233,0.024390243902439025,0.861271676300578,0.861271676300578,0.975609756097561,0.836881432398139,0.9675324669041997,0.861271676300578,1,1
0.704801,150,23,5,200,0.9259259259259259,0.024390243902439025,0.8670520231213873,0.8670520231213873,0.975609756097561,0.8426617792189482,0.9677419348595214,0.8670520231213873,1,1
0.700609,150,23,6,199,0.9232804232804233,0.02926829268292683,0.8670520231213873,0.8670520231213873,0.9707317073170731,0.8377837304384604,0.9615384609220907,0.8670520231213873,1,0
0.693192,151,22,6,199,0.9259259259259259,0.02926829268292683,0.8728323699421965,0.8728323699421965,0.9707317073170731,0.8435640772592696,0.961783438877845,0.8728323699421965,1,1
0.692023,152,21,6,199,0.9285714285714286,0.02926829268292683,0.8786127167630058,0.8786127167630058,0.9707317073170731,0.8493444240800789,0.9620253158468195,0.8786127167630058,1,1
0.685908,153,20,6,199,0.9312169312169312,0.02926829268292683,0.884393063583815,0.884393063583815,0.9707317073170731,0.8551247709008881,0.9622641503381987,0.884393063583815,1,1
0.685908,154,19,6,199,0.9338624338624338,0.02926829268292683,0.8901734104046243,0.8901734104046243,0.9707317073170731,0.8609051177216974,0.9624999993984376,0.8901734104046243,1,1
0.681391,155,18,6,199,0.9365079365079365,0.02926829268292683,0.8959537572254336,0.8959537572254336,0.9707317073170731,0.8666854645425067,0.9627329186566876,0.8959537572254336,1,1
0.669433,155,18,7,198,0.9338624338624338,0.03414634146341464,0.8959537572254336,0.8959537572254336,0.9658536585365853,0.8618074157620189,0.9567901228661789,0.8959537572254336,1,0
0.668813,156,17,7,198,0.9365079365079365,0.03414634146341464,0.9017341040462428,0.9017341040462428,0.9658536585365853,0.8675877625828281,0.957055214136776,0.9017341040462428,1,1
0.668813,157,16,7,198,0.9391534391534392,0.03414634146341464,0.9075144508670521,0.9075144508670521,0.9658536585365853,0.8733681094036374,0.9573170725870018,0.9075144508670521,1,1
0.662222,158,15,7,198,0.9417989417989417,0.03414634146341464,0.9132947976878613,0.9132947976878613,0.9658536585365853,0.8791484562244466,0.9575757569954086,0.9132947976878613,1,1
0.654131,159,14,7,198,0.9444444444444444,0.03414634146341464,0.9190751445086706,0.9190751445086706,0.9658536585365853,0.8849288030452559,0.9578313247241981,0.9190751445086706,1,1
0.650012,160,13,7,198,0.9470899470899471,0.03414634146341464,0.9248554913294798,0.9248554913294798,0.9658536585365853,0.8907091498660651,0.9580838317616265,0.9248554913294798,1,1
